EventID,EventName,StartDate,EndDate,Location,MemberId
1456,Fan Meet-Up,2024-07-14 22:00:00,2024-07-14 23:00:00,"Mexico City, Mexico",3
1457,Tour,2023-08-10 18:00:00,2023-08-10 22:00:00,"Beijing, China",4
1458,Merch Sale Event,2024-09-23 17:00:00,2024-09-23 19:00:00,"Istanbul, Turkey",4
1459,Concert,2021-11-10 03:00:00,2021-11-10 07:00:00,"Osaka, Japan",1
1460,Concert,2023-06-21 10:00:00,2023-06-21 13:00:00,"São Paulo, Brazil",1
1461,Merch Sale Event,2023-10-26 20:00:00,2023-10-26 22:00:00,"Tokyo, Japan",1
1462,Reality Show,2022-06-15 02:00:00,2022-06-15 04:00:00,"Beijing, China",2
1463,Tour,2024-07-06 04:00:00,2024-07-06 06:00:00,"Mexico City, Mexico",3
1464,Fan Meet-Up,2024-09-29 01:00:00,2024-09-29 05:00:00,"Mumbai, India",1
1465,Tour,2022-02-26 12:00:00,2022-02-26 13:00:00,"Cairo, Egypt",2
1466,Merch Sale Event,2022-07-21 23:00:00,2022-07-22 03:00:00,"Mexico City, Mexico",5
1467,Reality Show,2023-05-04 05:00:00,2023-05-04 07:00:00,"Tokyo, Japan",5
1468,Concert,2021-11-02 03:00:00,2021-11-02 06:00:00,"Dhaka, Bangladesh",3
1469,Tour,2022-03-01 21:00:00,2022-03-01 23:00:00,"Delhi, India",5
1470,Reality Show,2023-07-19 16:00:00,2023-07-19 17:00:00,"Mexico City, Mexico",1
1471,Concert,2023-11-28 02:00:00,2023-11-28 06:00:00,"Kolkata, India",4
1472,Tour,2023-04-15 18:00:00,2023-04-15 21:00:00,"Tokyo, Japan",4
1473,Concert,2024-08-16 21:00:00,2024-08-16 23:00:00,"Lagos, Nigeria",1
1474,Merch Sale Event,2023-10-11 20:00:00,2023-10-12 00:00:00,"Karachi, Pakistan",1
1475,Concert,2023-03-19 09:00:00,2023-03-19 10:00:00,"Istanbul, Turkey",1
1476,Concert,2024-08-30 06:00:00,2024-08-30 09:00:00,"Istanbul, Turkey",4
1477,Fan Meet-Up,2023-05-19 06:00:00,2023-05-19 09:00:00,"Dhaka, Bangladesh",3
1478,Merch Sale Event,2024-06-07 15:00:00,2024-06-07 19:00:00,"Kolkata, India",4
1479,Fan Meet-Up,2022-03-12 23:00:00,2022-03-13 00:00:00,"Dhaka, Bangladesh",4
1480,Reality Show,2024-03-18 17:00:00,2024-03-18 18:00:00,"Karachi, Pakistan",3
1481,Fan Meet-Up,2024-09-08 18:00:00,2024-09-08 22:00:00,"Cairo, Egypt",4
1482,Reality Show,2022-12-23 17:00:00,2022-12-23 18:00:00,"Kinshasa, DR Congo",2
1483,Fan Meet-Up,2022-09-13 02:00:00,2022-09-13 04:00:00,"Dhaka, Bangladesh",1
1484,Fan Meet-Up,2023-11-13 16:00:00,2023-11-13 17:00:00,"Cairo, Egypt",1
1485,Fan Meet-Up,2023-06-08 14:00:00,2023-06-08 17:00:00,"Istanbul, Turkey",5
1486,Merch Sale Event,2024-05-10 04:00:00,2024-05-10 06:00:00,"Osaka, Japan",3
1487,Merch Sale Event,2024-05-17 18:00:00,2024-05-17 19:00:00,"Tokyo, Japan",4
1488,Concert,2022-01-08 15:00:00,2022-01-08 17:00:00,"Karachi, Pakistan",2
1489,Fan Meet-Up,2022-10-09 12:00:00,2022-10-09 16:00:00,"Tokyo, Japan",2
1490,Reality Show,2023-10-04 10:00:00,2023-10-04 11:00:00,"Chongqing, China",4
1491,Merch Sale Event,2023-02-14 13:00:00,2023-02-14 17:00:00,"Istanbul, Turkey",5
1492,Fan Meet-Up,2022-01-19 22:00:00,2022-01-20 00:00:00,"Karachi, Pakistan",3
1493,Tour,2024-10-20 11:00:00,2024-10-20 15:00:00,"Buenos Aires, Argentina",2
1494,Tour,2024-10-09 11:00:00,2024-10-09 14:00:00,"Osaka, Japan",4
1495,Tour,2022-04-24 10:00:00,2022-04-24 13:00:00,"Osaka, Japan",4
1496,Reality Show,2021-11-10 01:00:00,2021-11-10 02:00:00,"Karachi, Pakistan",5
1497,Tour,2024-01-03 13:00:00,2024-01-03 17:00:00,"Tianjin, China",5
1498,Merch Sale Event,2023-10-17 18:00:00,2023-10-17 20:00:00,"Istanbul, Turkey",3
1499,Reality Show,2022-02-23 09:00:00,2022-02-23 12:00:00,"Buenos Aires, Argentina",5
1500,Reality Show,2022-04-18 12:00:00,2022-04-18 14:00:00,"Tianjin, China",2
